Country,Year,bank_capital_to_assets_ratio_percent,bank_nonperforming_loans_to_total_gross_loans_percent,GNI.2010,Gov.cons.growth,Gov.cons.share,GNI.pc.growth,Gross.capital.formation.growth,Gross.capital.formation.share,Gross.domestic.savings.share,Gross.fixed.capital.growth,Gross.fixed.capital.share,Gross.national.expenditure.share,Gross.savings.share,Gross.savings.gni,Net.lending.borrowing.share
CHE,2017,8.25415704845273,0.644092865487905,98.2668532046593,0.9532143731454852,11.50939148122553,-1.294338190286055,2.64359454103149,26.04431430391713,35.11948726635283,3.537774201291597,27.14888890980748,90.9248270375643,31.82193398379519,32.26813064759919,0.8873135753438667
CHE,2018,8.54137497749429,0.668886023069021,99.1869606006829,0.7988536010720964,11.26492075175233,-0.2623806098819728,2.330535179127537,25.73445323203119,36.26232111262311,0.7881764462935053,26.60269394267706,89.47213211940807,31.38751683736978,32.56408709899621,0.862510071010443
CHE,2019,8.84981444250713,0.644681878171939,99.5468963730059,0.8272203862132983,11.35490376410879,0.5731256809945648,3.995434489971345,26.43779304386814,36.24096822308503,0.8982453048120789,26.62220418662524,90.19682482078312,31.09476334674886,32.2134430994637,0.9362822131066851
CHE,2020,8.74861148100382,0.754607674363502,98.8243104053428,3.847260082619442,12.12645459100318,-4.749847582671322,3.315819910458089,29.57874983883429,35.98388615793306,-1.34191910905605,26.99390960172015,93.59486368090121,30.37698981282498,31.44998800890095,-2.339318668921457
CHE,2021,7.36214626386729,0.664684261351733,99.3992842451935,3.31899999678258,11.91598068756323,5.745495646258988,-4.771395594231976,26.15556572033817,38.37777026331597,2.67386264780653,26.25607667637584,87.7777954570222,33.20273924697087,34.43983149642459,-0.6780181830632193
CHE,2022,7.8835389255372,0.685294805549221,102.21728177187,-0.8221560294642387,11.23475280381525,4.325005219810137,0.491168726457289,24.81734309331872,38.59617987775685,-0.08850433617796227,25.65103887087044,86.22116321556187,34.53735423539446,35.50428621673603,0.5439177760316577
CHE,2023,7.78411924640418,0.827147927043864,104.400030506506,-0.4590893009628303,11.25742183523812,-2.255626518784155,3.586346874537782,25.98714671502567,37.33346212532332,0.1129515675481088,25.82424337192508,88.65368458970234,32.74986415812058,33.78217020390701,0.1459564251902051
CHE,2024,,,105.509114228825,,,,2.408206016303893,26.98773098289409,37.21047187459293,-0.9557019858436888,25.05461885275374,89.77725910830115,32.3690705007734,33.4365512714383,
CHL,2015,7.36574053509472,1.71974445235599,118.401419049667,4.969456699947699,13.59211771802987,2.367112129342573,2.06699933745999,25.59943794603681,24.63248644917064,0.1069637836360329,25.47037104074192,100.9669514968662,22.73386141987328,23.30592974631315,-2.145683289604422
CHL,2016,8.2490296702381,1.83263616219253,122.884325951408,7.594932856341231,14.34266761928407,1.125737746713696,-4.458452951590161,23.70879029312881,23.4972454250007,-2.359983500956403,24.12919761669796,100.2115448681281,21.08780703453689,21.69126355497183,-2.733887986240915
CHL,2017,8.28941482443367,1.91636250925282,125.566544829069,4.666782475744142,14.64871319621871,0.9906174514067771,0.007081676829471917,22.63666996290632,23.27326466371764,-3.325286261970533,22.25766463222975,99.36340529918868,19.84212511628461,20.6446680897034,-2.558147674549654
CHL,2018,8.19181738377551,1.87201462093851,128.623951838314,3.071269516584692,14.85647375738304,1.172951595422262,9.679854826592688,24.20307842434697,23.08411727047858,6.492934717074618,23.04979264735665,101.1189611538684,19.60370906226489,20.44155516473307,-1.725859618187198
CHL,2019,7.33892973803531,2.05504919265993,131.913566974844,0.5961030729421566,15.25395572552425,-1.128289585716615,1.252872557687581,24.93900989128247,23.07659083730195,4.485533362940771,24.54968609095051,101.8624190539805,19.67640063261165,20.44309014586487,-2.845195008634343
CHL,2020,6.63929108433719,1.55298924761219,135.93098258439,-3.511134703138126,16.02636186955375,-6.661433315314881,-17.83617851578423,21.05820710119978,25.53612402394737,-10.8337047881493,22.56600804654085,95.5220830772524,19.08554867733663,20.35600092956517,-7.219046411649183
CHL,2021,6.65192868012311,1.22877234927757,142.08127284455,14.1203573651284,14.73731223848994,14.57036309848181,28.1033802008489,24.1061176490995,23.21430186116348,15.95585425028293,23.32562362747787,100.891815787936,16.65848389811323,17.65777667148024,-7.72312323783927
CHL,2022,7.34074861268968,1.66548621052272,158.625026875941,6.29118591847886,14.72495410917846,-0.5126119612019409,1.828459803209086,25.7984190064455,21.81005780854252,4.622502698098231,25.64321048429363,103.988361197903,16.88826220409668,17.75692455060158,1.132000040024182
CHL,2023,7.75087549410144,2.10437903634883,170.651472801548,2.173969503106903,15.29933923685397,2.109614929087925,-4.204501620629358,23.36205501137442,24.25945547099796,-0.05347433746230479,24.24380388339765,99.10259954037647,20.1657762975408,21.0748118799827,-2.390748500278793
CHL,2024,,,177.985456906926,3.013094561119004,15.06734717798864,2.97072406196888,1.01752405370776,23.23966569003699,26.82645079129268,-1.448287607373004,23.48935129816696,96.41321489874431,21.75907301628873,22.93983642183048,
COL,2015,8.70103336460748,2.8476727881339,117.588375602645,4.850713443707448,14.81162979127418,0.244928049823983,-1.151224855709359,23.77369229469164,16.71335119523992,2.808310149379366,23.37478190413226,107.0603410994517,17.36986727413823,17.59922593859374,-1.407386191858376
COL,2016,8.73123155064112,3.12453653608401,126.423331457792,1.824009128435748,14.54128472230262,0.7063400556444037,-0.1625676276103576,23.1674195572494,16.39904512944238,-2.890028974720209,22.12965771456224,106.768374427807,17.4778572831634,17.67331537534484,-3.042862419588971
COL,2017,9.19236118254382,4.17978145473376,131.877630006754,3.642820652263467,14.88064262752439,0.7239963928802524,-3.22837366618846,21.59937684076956,16.60704139511185,1.854274905698603,21.72279191848521,104.9923354456577,17.10212763240286,17.4000262226272,-2.198244095887258
COL,2018,9.30006262490937,3.42763699082025,136.151216036968,7.351549891479763,15.42148085981751,1.075029310133317,1.504101110221384,21.19547556112579,16.46016211931471,1.036840351310971,21.2278710779912,104.7353134418111,16.36558246401511,16.78101751278312,-2.613206746783115
COL,2019,8.99214070044494,3.1496313020411,140.94784969246,5.274383470339927,15.77323341521487,1.475210799592858,2.952432732079657,21.38060954580272,15.55815287321191,2.236467615374394,21.26910726481697,105.8224566725908,16.17890590584475,16.5398892365141,-2.237986436653818
COL,2020,9.75367910427597,3.67474893917793,144.509087395731,-0.7604535989644887,17.15883586002998,-8.97503805391247,-20.68062149554486,19.12814693666616,12.11712708731651,-23.62172766015017,18.36207561361321,107.0110198493497,14.4374602199092,14.57302171916921,-8.515533579082877
COL,2021,12.2214052258092,3.03403217872113,149.559763199866,9.81846020798038,16.04633106216995,11.39080387858651,11.56635313929884,18.91695188968284,11.25181740584286,16.69607515856741,18.98973197141789,107.66513448384,13.73057368645916,13.85581384669894,-7.528027628204755
COL,2022,10.7366688950305,2.46797285484093,164.780806314133,0.9875937568582884,14.00502624264231,6.321005480707825,16.04289650895431,19.78724460073184,12.28132547606213,11.4980442524374,19.07049179547801,107.5059191246697,12.38434017883046,12.82767789174183,-5.29929051233517
COL,2023,10.6569440985851,3.47221378199868,184.119324369034,1.564057985835916,14.65408106467276,0.3925533643256358,-16.01913846650265,16.43968490977317,11.71490923043718,-12.71199308846245,16.51491074505131,104.724775679336,12.66805532130976,13.00283338205312,-2.040964059267507
COL,2024,,,196.287928743727,-0.5223443822805649,14.71546136154931,1.504539698968799,7.591957783767896,17.08750605457503,12.14445131183436,2.983078095100993,16.51875716140412,104.9430547427407,13.82206416414301,14.10809416173157,
CRI,2015,7.88716604842319,1.66417841493179,121.50440434597,2.384872862570901,16.96024191416319,4.172620151146106,6.663516617443818,18.85372644231555,18.09148023224429,3.540647752116683,18.98892624801887,100.7622462100713,14.62254544447179,15.27617663862594,
CRI,2016,7.65624288794926,1.55323813386631,121.483166772673,2.343007191199547,16.70867907918266,4.133574658161237,8.052117890187077,18.88894097792873,19.23065540205335,5.998866577886531,18.82454300622169,99.65828557587537,15.88073705393779,16.57998407884373,
