Country,Year,Cyclically-adjusted.current.disbursements.of.general.government.as.a.percentage.of.potential.GDP,"Cyclically-adjusted.current.disbursements.of.general.government.excluding.gross.interest.payments,.as.a.percentage.of.potential.GDP",Cyclically-adjusted.current.receipts.of.general.government.as.a.percentage.of.potential.GDP,Cyclically-adjusted.direct.taxes.on.business,Cyclically-adjusted.direct.taxes.on.households,Cyclically-adjusted.general.government.net.lending,Cyclically-adjusted.general.government.net.lending.as.a.percentage.of.potential.GDP,Cyclically-adjusted.total.direct.taxes.received.by.general.government,"Employment.rate.gap,.percentage.points","Employment.rate,.supply.definition,.as.a.percentage.of.population.aged.15-74",Net.one-offs.of.general.government,Net.one-offs.of.general.government.as.a.percentage.of.potential.GDP,Output.gap.as.a.percentage.of.potential.GDP,Potential.employment.of.total.economy,Productive.capital.stock.scrapping.rate,"Productive.capital.stock,.volume","Productive.capital.stock,.volume,.annual.average",Ratio.of.potential.to.actual.real.GDP.of.the.total.economy,Trend.employment.coefficient,"Trend.employment.rate,.as.a.percentage.of.population.aged.15-74",Trend.labour.efficiency,"Trend.working-age.population,.age.15-74",Underlying.general.government.net.lending,Underlying.general.government.net.lending.as.a.percentage.of.potential.GDP,Underlying.general.government.primary.balance,Underlying.general.government.primary.balance.as.a.percentage.of.potential.GDP
ITA,2018,48.4326804833323,44.7751217836912,45.8558617474256,34649866820.3871,209772686592.742,-47736112578.5123,-2.71257203110098,,0.365929527247737,56.0411933813297,0.0,0.0,1.05609967898581,25020703.3601277,4.578092828,7186379007423.45,7188694166278.39,0.989549372256196,1.10264712626717,55.675263854082,36561.0697602878,44940430.6833712,-47736112578.5123,-2.71257203110098,14155887421.4876,0.804398645402603
ITA,2019,48.3504484916023,44.9777666622522,46.7026530632556,36676709610.246,217139964610.765,-35418969446.8861,-1.98393080925255,,0.486001036975459,56.4773848433269,1044000000.0,0.058477809975969,1.07613869264755,25104851.8488541,4.60970676,7182458130889.28,7184090193765.56,0.989353187541919,1.10300137488147,55.9913838063514,36666.297730648,44836991.2336518,-36462969446.8861,-2.04240861922852,21051030553.1139,1.17913617287674
ITA,2020,49.7668114668511,46.6328621901985,47.3049222883109,45838661202.7931,243148534808.994,-78079331033.114,-4.28739886842756,,-0.773553968240798,55.5457044998116,915000000.0,0.0502433859602032,-8.36184062520469,25180204.9753618,4.637100149,7153604059222.1,7158788099254.38,1.09124845678104,1.10334854942283,56.3192584680524,36852.8250592645,44709759.4327268,-78994331033.114,-4.33764225438776,-24262331033.114,-1.33226411190269
ITA,2021,50.5572042783008,47.1692150988629,46.6601407660611,38410638340.0236,234694053559.366,-153278070855.238,-8.24409011012842,,-0.399192780575497,56.2535994681836,0.0,0.0,-1.09229561622325,25261842.5511533,4.658884058,7188573218015.22,7172435076467.11,1.01104358475438,1.10356794594399,56.6527922487591,37137.1145597408,44590639.840363,-153278070855.238,-8.24409011012842,-92782070855.2382,-4.99030127706467
ITA,2022,50.9619533608532,46.7600767644043,45.9342353575119,53227489475.0113,225671375298.733,-184879153356.677,-9.49156847350131,,0.472962533466998,57.4614059217041,13200000000.0,0.677678913903858,2.47001629370065,25362070.805344,4.67490404,7249180099402.54,7225886223737.45,0.975895228838248,1.10360336634884,56.9884433882371,37498.0752456254,44503884.1165803,-198079153356.677,-10.1692473874052,-119339153356.677,-6.12678998734534
ITA,2023,48.3684143271727,44.6365653266017,45.5007199335056,58752036427.5585,252432669229.895,-171485938107.175,-8.20491476121275,,1.22180308099755,58.5463582392707,31900000000.0,1.52628713334564,1.85526469508417,25479686.497606,4.686777124,7340172177751.97,7305128056453.16,0.981785284239964,1.10347753567927,57.3245551582731,37904.9481494438,44448119.0080875,-203385938107.175,-9.73120189455838,-130144938107.175,-6.2269136207851
ITA,2024,48.4970604025553,44.4024705966665,45.809276122989,57153431020.8068,278915005951.138,-87055830091.8088,-4.02434148100512,,1.85931109488712,59.4191391728932,16200000000.0,0.748879562960105,0.94583557830521,25550871.4260699,4.696124433,7431000871736.91,7397268738259.22,0.990630266490077,1.10323355700088,57.5598280780061,38346.2405579867,44390110.7408503,-103255830091.809,-4.77322104396522,-20081875061.2705,-0.928327519710103
JPN,2015,37.5606204850699,35.7508851388371,33.2004408475607,23303037891264.6,27956268891416.5,-22889053436888.7,-4.31803507965522,,-0.335707311485834,67.7005253615062,4065346810502.44,0.766930366391779,1.50016834889679,64292672.0197681,4.480313112,2790840576178730.0,2787167333611870.0,0.985220040781212,1.00000000000001,68.036232672992,3640889.98934213,94497695.5569882,-26954400247391.1,-5.084965446047,-22749700247391.1,-4.29174600822763
JPN,2016,37.5122314073042,35.7590615754386,33.1897466073388,22299842856945.9,28362255914247.7,-22312722503279.6,-4.15253275096621,,-0.215494533094159,68.8556534427806,865882291599.314,0.161145936979198,1.30954793321916,64893753.6302932,4.51037366,2800714506455390.0,2796881522914570.0,0.987073795511531,1.00000000000001,69.0711479758747,3651812.65931016,93952041.5281926,-23178604794878.9,-4.31367868794541,-18691504794878.9,-3.47860221065216
JPN,2017,37.282451333756,35.6232065005841,33.6054067347973,23592627211544.7,29169091126814.6,-21326236821592.0,-3.93158252005832,,-0.140022082665183,70.0955231936211,2307600000000.0,0.425415880878758,1.96136136473297,65572057.4021217,4.543884563,2811376046923830.0,2807302205543330.0,0.980763680099201,1.00000000000001,70.2355452762863,3662768.09728808,93360216.887589,-23633836821592.0,-4.35699840093708,-19668036821592.0,-3.62588629295087
JPN,2018,37.1008088620114,35.542366451768,34.4682133214566,25549092510338.4,29863682436098.5,-17079255891002.1,-3.11459458003442,,0.594560419718093,72.0421273832432,1009800000000.0,0.184148397739958,1.50776495230005,66290685.4371687,4.578092828,2821417580660440.0,2817771478078480.0,0.985146309220693,1.00000000000001,71.4475669635251,3675587.78562859,92782285.3240208,-18089055891002.1,-3.29874297777438,-14918855891002.1,-2.72062131951016
JPN,2019,36.9590846036733,35.4788324918313,34.6838985101851,25717173999246.6,30569891640529.4,-17124292987402.0,-3.07197795487569,,0.653022598601851,73.2534160010626,504800000000.0,0.0905575764653227,0.0852991037778805,66977500.3424021,4.60970676,2830862244369150.0,2827775949823110.0,0.99914773593583,1.0,72.6003934024607,3686614.54898548,92255010.2051265,-17629092987402.0,-3.16253553134101,-15000392987402.0,-2.69096520397494
JPN,2020,41.6396265686012,40.2122325398314,36.1045569850147,28457485440641.8,33358264360861.4,-37155638084853.9,-6.55507084124784,,-0.468552289358016,73.1702395587516,0.0,0.0,-4.79409597768724,67588743.6720019,4.637100149,2834082294965540.0,2833339251357120.0,1.05035502815628,1.0,73.6387918481096,3690301.16353446,91784156.1162671,-37155638084853.9,-6.55507084124784,-34597238084853.9,-6.10371287501001
JPN,2021,40.637295065972,39.2339717365725,36.8980373123913,30631330134397.7,34025853296663.1,-26999943993266.9,-4.74396036128474,,-1.2349251443176,73.3361378234178,0.0,0.0,-2.80996621076924,68051501.399115,4.658884058,2837117418237620.0,2836149726018500.0,1.02891208183818,0.999999999999998,74.5710629677354,3696840.37719625,91257250.0522874,-26999943993266.9,-4.74396036128474,-24429243993266.9,-4.29228168729209
JPN,2022,40.7652289461594,39.4098456968636,37.9745216055754,33326384269156.3,34817394963058.9,-18008418344871.8,-3.13844088234294,,-1.16878118821779,74.2654505555597,0.0,0.0,-2.10005055045011,68256687.0111299,4.67490404,2838864536102670.0,2837981272357080.0,1.02145098707668,0.999999999999993,75.4342317437775,3707930.89832784,90485029.7183021,-18008418344871.8,-3.13844088234294,-16414518344871.8,-2.86066185552514
JPN,2023,40.3534851803258,39.1258830881076,37.2069873577626,36655480615965.5,33967440464287.6,-20515837119648.9,-3.4312783515399,,-0.908496836184241,75.361158660592,0.0,0.0,-0.826270291148767,68299809.7556478,4.686777124,2842500955036940.0,2841267789255730.0,1.00833154398422,0.999999999999989,76.2696554967762,3723133.41501098,89550436.9474106,-20515837119648.9,-3.4312783515399,-19940144132145.3,-3.33499357048835
JPN,2024,38.4602735769811,37.1797975276504,37.0784666931827,40337435934861.7,31117986092600.9,-10856006136842.3,-1.76336803838534,,-0.301475533224448,76.5531287784524,0.0,0.0,-1.24732477155202,68072822.5315121,4.696124433,2846327519897610.0,2844661760969900.0,1.01263079474725,0.999999999999985,76.8546043116769,3741749.08208603,88573512.4670591,-10856006136842.3,-1.76336803838534,-9980583012349.35,-1.62117088610524
KOR,2015,25.7353605303083,24.288765290487,29.5527516501172,55438135058343.6,67239356636015.9,20039783519905.7,1.14921200699601,,-0.058896223839497,63.5344939273656,-1048653563562.9,-0.0601366409586495,-0.172546086531289,26198699.7335961,4.480313112,6932242559221310.0,6837987793149810.0,1.00172844322646,0.99999038948059,63.5933901512051,36891247.9172732,41197205.6707527,21088437083468.6,1.20934864795466,23148137083468.6,1.32746529170275
KOR,2016,25.7802774088731,24.4859063908256,30.212230678989,62846295009531.1,76266731584092.2,37917831178396.8,2.06861565095452,,-0.24006148819231,63.6938531750582,738997531387.452,0.0403161734713297,0.001176290849103,26493030.3871512,4.51037366,7204433827393050.0,7097987146465600.0,0.999988237229873,0.99999405912232,63.9339146632505,37428338.3306975,41438148.3234585,37178833647009.3,2.02829947748319,37338833647009.3,2.03702831280596
KOR,2017,25.8312502591302,24.6846235754009,30.6019035660776,70662485275548.4,82345880894140.4,45090862000844.9,2.34111072403187,,-0.0444698966317816,64.2360761215648,46187345711.7157,0.0023980399921881,0.425125868741749,26751876.8712106,4.543884563,7519588511308760.0,7401131733863070.0,0.995766738004417,1.0000007789872,64.2805460181966,37946374.8571593,41617376.5288765,45044674655133.2,2.33871268403968,43119274655133.2,2.23874620772866
KOR,2018,26.8150824877532,25.7270785094907,31.6999783400229,84641975644336.9,91724909309004.7,51460371174923.8,2.58302159240727,,-0.380318287677667,64.2782083146896,0.0,0.0,0.738842185708521,26999595.3639438,4.578092828,7805141880263360.0,7702804833153770.0,0.992665766553615,1.00001167237038,64.6585266023673,38447405.8400064,41757207.8776,51460371174923.8,2.58302159240727,49040471174923.7,2.46155620440571
KOR,2019,28.4938220277037,27.3994612981291,32.1817136432593,86495950652281.5,91056544709423.6,14630595750022.0,0.720422651163227,,-0.306809780916098,64.7567529829685,0.0,0.0,0.480553264712991,27241002.8213132,4.60970676,8062599130540030.0,7965199846917370.0,0.995217450052778,1.00002801380161,65.0635627638846,38933836.2645222,41868292.5805503,14630595750022.0,0.720422651163227,10743695750022.0,0.529028476199291
KOR,2020,31.3009183201803,30.2290077551534,32.8290391930459,73129088326243.6,113022870306805.0,-30077533514881.5,-1.42323248347603,,-1.36562689313323,64.1146356361127,0.0,0.0,-2.59585655526951,27458315.6018847,4.637100149,8323154223473550.0,8225661403914240.0,1.02665037095411,1.0000507964304,65.4802625292459,39408943.6331693,41933728.6401698,-30077533514881.5,-1.42323248347603,-30022833514881.5,-1.42064414567873
KOR,2021,32.1494064824086,31.1234311650533,34.2274868015028,90294877719385.3,130819337494264.0,-2753519516747.74,-0.123381722373634,,-0.889240613416888,65.0108259555762,0.0,0.0,-0.438896874065153,27647810.2234941,4.658884058,8597063059635040.0,8496303678863840.0,1.00440831670487,1.00008080700451,65.9000665689931,39876580.9329536,41954146.1229765,-2753519516747.74,-0.123381722373634,-3266319516747.76,-0.146359640942351
KOR,2022,33.9585578426401,32.8536812304766,36.0057042602495,124203133532913.0,143883916023385.0,-527145062014.801,-0.0226917373955608,,0.712229918459116,67.0317419198308,0.0,0.0,0.0306051642042782,27833144.8922821,4.67490404,8856100831438350.0,8757545962622200.0,0.999694041996906,1.00011876715992,66.3195120013716,40339645.910748,41968259.494591,-527145062014.801,-0.0226917373955608,-1629145062014.8,-0.0701289542298254
KOR,2023,31.847186538467,30.5940992309744,33.5510776175305,100491654403646.0,131817662306933.0,-8932089536101.43,-0.369090613606851,,0.88453487928102,67.6227303215261,0.0,0.0,-0.778371572494552,28034070.1190921,4.686777124,9111374232447330.0,9016561096271990.0,1.00784477724091,1.0001636554239,66.7381954422451,40801407.2292562,42006035.5742652,-8932089536101.43,-0.369090613606851,-14659989536101.4,-0.605778134162252
KOR,2024,32.7581932650401,31.4347005054166,32.2353022508095,81571997479095.8,135036096604586.0,-74421451374088.7,-2.88633139468158,,0.890509981240058,67.9905218686977,0.0,0.0,-0.579177108011264,28205464.9902584,4.696124433,9354595276637240.0,9264301910558570.0,1.00582551110687,1.00021382931178,67.1000118874577,41263724.0345156,42034962.7322951,-74421451374088.7,-2.88633139468158,-80712712920289.6,-3.13032913159316
LTU,2015,33.1904124469139,31.6079083185752,33.1650589813102,590186321.826281,1484959210.89665,-110430364.864659,-0.290725480970796,,-0.565980008310362,60.7349854126214,,,-1.43137299085078,1352225.85500598,4.480313112,104498741558.836,103105505016.676,1.01452158799694,1.00595914152202,61.3009654209317,22714.1091071781,2205880.19408949,-198493364.86466,-0.52256532015007,381906635.135341,1.00542989531671
LTU,2016,33.1989401726757,31.7944746061101,33.9138175379394,654036509.780231,1587474818.19593,204631226.624724,0.519424759439413,,0.42741370106576,63.0852315995269,,,-1.45966022819791,1360926.4021551,4.51037366,108484313475.905,106984642563.24,1.01481281911122,1.00710292609105,62.6578178984611,23061.5415572633,2171997.76149327,171274226.624724,0.434753167588987,703674226.624724,1.78616832786019
LTU,2017,32.282981545774,31.0956954043514,33.2696070205894,641616310.509745,1655676733.72015,180657719.590014,0.426458227747084,,0.0772841198223375,63.8707114379653,,,-0.207252131207836,1363421.36890733,4.543884563,113023907049.333,111251808301.573,1.00207682557735,1.008387950806,63.7934273181429,23701.072343827,2137244.26829717,172207719.590014,0.406511269307441,660707719.590014,1.55965791993064
LTU,2018,33.2319909977375,32.3363825406676,33.6927173533912,682106380.970511,1843379899.22652,76555351.5066594,0.168797151406396,,0.958438213903122,65.7354072453813,,,1.30958694441075,1366762.42110315,4.578092828,118220124967.203,116238461276.701,0.987073415419912,1.00987187920069,64.7769690314782,24303.5110268801,2109951.17792402,81555351.5066594,0.179821668183104,473455351.50666,1.04392329314151
LTU,2019,34.9518021036139,34.1057487635129,34.2920401433914,709438026.481415,3414493956.8164,-329830879.140113,-0.693177644580412,,1.27180075834968,66.3917013385965,,,3.48192922444832,1365458.00225368,4.60970676,123799542365.99,121703315884.314,0.966352296960988,1.01159671754767,65.1199005802468,24668.0636922833,2096836.74281879,-329830879.140113,-0.693177644580412,54869120.8598867,0.115313787650844
LTU,2020,39.9715800288461,39.332864048313,35.259014913347,812302644.510954,3638868195.43736,-3297823137.20349,-6.60394062667434,,-0.524734206020625,65.2254715349024,,,0.655634549934381,1379935.09676054,4.637100149,129282346016.646,127126574798.658,0.993486360173815,1.01356707216071,65.750205740923,24914.7443292062,2098754.0361439,-3297823137.20349,-6.60394062667434,-2992123137.20349,-5.99177176085509
LTU,2021,37.581319217387,37.1106567593104,35.5828168904412,1089774816.99256,4075772695.6524,-1367925673.54161,-2.49747718123289,,-0.701286265688978,65.6991766098459,,,3.48234884483747,1403771.01484597,4.658884058,135887103278.771,133446468773.751,0.966348378407423,1.01575931977241,66.4004628755349,25163.8917724983,2114098.23675068,-1367925673.54161,-2.49747718123289,-1122025673.54161,-2.0485276142033
LTU,2022,35.8381353365336,35.4969143362764,35.0880751558701,1504123865.68753,5000701235.83316,-1063942091.09646,-1.61528867974017,,1.21219304077196,68.2127625463242,,,2.41163327862026,1433044.93498259,4.67490404,142826122875.686,140200181904.755,0.976451569012095,1.01808190927931,67.0005695055523,25365.2029066782,2138854.85684391,-1115942091.09646,-1.6942356563185,-943942091.096456,-1.4331033491748
LTU,2023,34.7146232007209,34.1291908971356,36.0124999163248,2060966089.68192,5807480778.25827,-236803043.692046,-0.317896280689321,,0.2063328427637,67.8367740477061,,,-0.93679803497676,1464064.47322086,4.686777124,150657313412.095,147599517732.901,1.00945656930519,1.02041378062381,67.6304412049425,25568.1245299316,2164801.00844569,-426803043.692046,-0.572961808518935,-266703043.692046,-0.358035540068823
LTU,2024,36.8182199534186,36.0355354246762,37.9222891427622,2443928217.38887,6244372952.76674,-774903423.901087,-0.967397083405296,,0.431785171432878,68.6819016320946,,,-1.88541717536449,1486468.08442454,4.696124433,157635270712.863,155020434350.321,1.01921648261741,1.02269397102455,68.2501164606618,25849.3738997609,2177971.49881981,-1384903423.90109,-1.72892710466451,-1134876163.57156,-1.41679060487086
LUX,2015,37.4743450933219,37.1042243581728,41.4575120861256,3774839270.68369,3832324988.84403,1005472103.9695,1.83340327007912,7591594284.47991,-0.35805956447993,92.8673377272699,1.490116125e-08,2.71711543819768e-17,-1.06979427642326,407896.210935762,4.480313112,137902654260.973,136765566573.106,1.01081362631967,1.67646760891555,93.2253972917498,85378.2824466835,437537.648307625,1005472103.9695,1.83340327007912,874862103.969501,1.59524569200245
LUX,2016,38.2487395140352,37.8718214123858,41.734775465937,3861228225.61664,3890300384.05384,588005942.862567,1.06556921104945,7969830884.41738,-0.583945238515554,93.0213884503414,1.490116125e-08,2.70035002700549e-17,1.75903530309731,420091.790156255,4.51037366,141262410634.621,139909938592.12,0.982713718758655,1.68359314328164,93.6053336888569,84523.8519676652,448790.441314632,588005942.862567,1.06556921104945,451575942.862567,0.818334282171438
LUX,2017,38.8604944159777,38.4881485094408,42.2738007525443,4307050820.1313,4088596684.18374,527289082.297986,0.912788576438336,8361402464.29608,-0.361830923676138,93.8657356718717,0.0,0.0,0.903556053380416,433312.66660293,4.543884563,144926275905.857,143758189503.139,0.991045349750584,1.69108420870061,94.2275665955479,83509.5657440532,459857.64278816,527289082.297986,0.912788576438336,398269082.297985,0.689442434661935
LUX,2018,39.7101090072751,39.3596879962246,45.3565033600395,5498094427.22813,4575275039.59566,1807376602.18278,3.01766547894744,10036003241.5151,0.196256053590204,95.2237232348394,0.0,0.0,0.311587901719235,446809.258026366,4.578092828,147626460549.182,146627555376.198,0.996893799527682,1.6989300581551,95.0274671812492,82423.9413893805,470189.589683739,1807376602.18278,3.01766547894744,1682176602.18278,2.80862674429306
LUX,2019,40.9604102285563,40.6274671796265,45.5832919614136,5533484491.64089,4719672153.96172,1222983079.14402,1.99144064960756,10376496253.6699,0.518819372861032,96.4232987487736,0.0,0.0,1.30540451962276,460175.407499249,4.60970676,151426838512.539,149910177944.027,0.987114167049499,1.70701696397328,95.9044793759125,81434.854092708,479826.813610572,1222983079.14402,1.99144064960756,1093793079.14402,1.78107451951942
LUX,2020,42.5935804234196,42.3780915696092,43.8572836305622,5224806331.37422,5272987732.48925,-1450374204.38191,-2.21535505092594,10228224662.5349,-0.24888185768522,96.5290088987624,0.0,0.0,-1.45621822587724,473054.235066847,4.637100149,154372936664.204,153153285471.135,1.01477737305856,1.71517409877815,96.7778907564476,80620.5055517809,488804.035063485,-1450374204.38191,-2.21535505092594,-1599974204.38191,-2.44385960831343
LUX,2021,41.2213891452743,41.0676829573545,43.4685371947865,5134117006.76579,5632004699.90954,-516941587.483786,-0.739538859305873,11295219834.679,0.0818726459831964,97.7008114290291,32500000.0,0.0464946398381901,3.36876882473463,485990.020673997,4.658884058,158711646984.924,157210556411.393,0.967410187206094,1.72323105909485,97.6189387830459,79975.5415073666,497843.990861333,-549441587.483786,-0.786033499144063,-748221587.483786,-1.07040902243746
LUX,2022,42.0297808205168,41.8773980297078,43.5202358977398,5465204305.58624,6356873781.96191,-851506615.775065,-1.12271526194033,11821490247.4664,0.382719680694038,98.7837257618396,20000000.0,0.0263700889961589,2.52087517771218,499311.298581244,4.67490404,161996744920.693,160778099271.109,0.975411103608485,1.73099401022597,98.4010060811456,79575.6637998298,507424.993367945,-871506615.775065,-1.14908535093649,-1094316615.77507,-1.44286132739819
LUX,2023,43.8954508559879,43.6022815670787,46.743853672972,7067959786.83367,7442145184.27515,-188544121.528058,-0.234949788144445,14114831300.8167,0.0800800235617629,99.0806864724743,60000000.0,0.0747675778720519,-0.74402663475347,511587.826016179,4.686777124,165017710232.259,164025895894.528,1.0074960388733,1.73831127548874,99.0006064489126,79376.7246403303,516752.214321207,-248544121.528058,-0.309717366016497,-665514121.528058,-0.829314648438322
LUX,2024,44.2768008965989,43.9193522133194,47.5044180814182,7984263162.70392,7939996985.61711,85007908.8426131,0.100708868801751,15739197377.5001,-0.755712913603347,98.5446471221054,20000000.0,0.0236939998108193,-1.61703602368677,521564.261812342,4.696124433,167338636532.716,166444578729.321,1.0164361385176,1.7451469426032,99.3003600357087,79694.2315388916,525239.044072736,65007908.8426131,0.0770148689909316,-339712517.616207,-0.402457416406568
LVA,2015,,36.8247421282729,,399256115.539791,1531360215.24578,-222271457.798142,-0.921405200603346,,-0.630793016542967,59.3498042099528,-16197118.2821715,-0.0671436142445866,-1.57041330552323,,4.480313112,87323697881.1773,86581568048.6474,,,59.9805972264957,,1496946.83287736,-206074339.515971,-0.854261586358759,45645660.4840295,0.189219746752887
LVA,2016,,37.3890067058057,,484157511.588382,1602076529.13565,58049857.8362199,0.235404861630592,,-0.702528008161352,60.132368918928,2275547.88736248,0.0092278440555304,-0.654550467004078,,4.51037366,88860421595.6702,88248193630.1131,,,60.8348969270894,,1472696.67004065,55774309.9488574,0.226177017575061,278824309.948858,1.13069352017952
LVA,2017,,37.973786819558,,479254236.015358,1740390677.78896,-222088998.206524,-0.86611878256293,,-0.382915702190701,61.1629966690694,7906165.71561224,0.030833038464963,1.46348436535242,,4.543884563,90892930080.1602,90083851571.8064,,,61.5459123712601,,1450073.58103643,-229995163.922136,-0.896951821027893,-5655163.92213582,-0.0220544184132855
LVA,2018,,39.3402002253551,,151727635.681313,1697545224.43953,-844953480.738548,-3.1420229828361,,0.699019894153331,62.8499246051267,3948831.63733292,0.0146840270413532,4.69069311559167,,4.578092828,93496605023.3921,92466642328.3856,,,62.1509047109734,,1431128.23910607,-848902312.375881,-3.15670700987745,-641322312.375881,-2.38480518848128
LVA,2019,,39.1664659084901,,167701228.322143,1934552503.61529,-495237290.906679,-1.74556855799455,,2.33132918547918,65.0691596904188,0.0,0.0,4.21514651943304,,4.60970676,96038407619.0512,95144095800.5829,,,62.7378305049396,,1416403.12443538,-495237290.906679,-1.74556855799455,-285237290.906679,-1.00537914998825
LVA,2020,,40.640811667258,,263105550.838269,1889271801.11083,-1094625683.56744,-3.71845010914096,,1.79699395419278,65.1495345524358,0.0,0.0,-0.724737855062374,,4.637100149,98276792116.7046,97427624806.4193,,,63.3525405982431,,1405513.0800101,-1094625683.56744,-3.71845010914096,-915975683.567438,-3.11157497184924
LVA,2021,,46.0582352352335,,316673896.693982,1971533170.59363,-2805381992.48069,-9.04075150127153,,0.884159774404154,64.8891478207512,0.0,0.0,4.04407556919952,,4.658884058,100838081144.829,99888294825.3866,,,64.0049880463471,,1398916.88026317,-2805381992.48069,-9.04075150127153,-2645351992.48069,-8.52503155061015
LVA,2022,,43.2507281268687,,389546155.141696,2234923974.29583,-2205639332.42362,-6.31664633987382,,0.34855154650279,64.7635257573275,5080530.0,0.0145499360468222,3.39587946996622,,4.67490404,103151276417.745,102348574451.183,,,64.4149742108247,,1397447.47006712,-2210719862.42362,-6.33119627592064,-2062479862.42362,-5.90665739521707
LVA,2023,,41.6421171892599,,517335298.030634,2506092918.11027,-1319788552.19914,-3.46716071995127,,0.0856257043932942,64.9035889868656,152800000.0,0.401414421367565,2.64566727848852,,4.686777124,106033951906.005,105026834546.263,,,64.8179632824723,,1396647.24504441,-1472588552.19914,-3.86857514131884,-1322358552.19914,-3.47391225832113
LVA,2024,,41.9859104911303,,658275191.456157,2680331702.51305,-1179744913.60395,-2.97773132848232,,-0.612314441082873,64.4976073017239,498500000.0,1.25823731056726,-0.0152434163066761,,4.696124433,108419898976.217,107538945639.227,,,65.1099217428068,,1393652.08691307,-1678244913.60395,-4.23596863904959,-1484293580.14713,-3.74642640396505
MEX,2015,,,,,,,,,-1.23673318904556,60.0528897417809,,,-0.532532835945765,50548891.683835,4.480313112,82050141134213.9,81319006962296.2,,1.0033541718603,61.2896229308264,244124.717141171,82475448.9693732,,,,
MEX,2016,,,,,,,,,-1.22468405101862,60.3247613737871,,,-0.617564882401478,51613024.695827,4.51037366,83885888057125.2,83195378661987.5,,1.00159750689123,61.5494454248057,243011.871308175,83856197.7928494,,,,
MEX,2017,,,,,,,,,-1.53541411657315,60.257498312448,,,-0.259081135154593,52714531.8867778,4.543884563,85582289833137.3,84949492588916.7,,1.00007461664136,61.7929124290211,240812.907279963,85308378.9299116,,,,
MEX,2018,,,,,,,,,-1.16306084855127,60.8957756395399,,,0.44086144183324,53878120.2489602,4.578092828,87207081760282.0,86628119399873.1,,0.99882071838111,62.0588364880912,237759.432663277,86817805.9691776,,,,
MEX,2019,,,,,,,,,-0.862199285660658,61.4532797995959,,,-0.951417185169856,55038549.0144161,4.60970676,88488727846268.8,88039504758639.3,,0.997835644364461,62.3154790852566,234381.760318281,88322435.8094326,,,,
MEX,2020,,,,,,,,,-6.08614470052876,56.4168418156498,,,-9.83192813618086,56083746.4593267,4.637100149,88790927852807.9,88686412063714.7,,0.997096328183052,62.5029865161785,231488.432223255,89729706.6673922,,,,
MEX,2021,,,,,,,,,-2.40942258591876,60.2072936237462,,,-5.16762119932732,56975828.7721786,4.658884058,89516224133642.8,89226058925576.0,,0.996566651590172,62.616716209665,230012.818137834,90991403.2882233,,,,
MEX,2022,,,,,,,,,-0.86015953872306,61.8192144412854,,,-2.71732318349629,57739319.6838604,4.67490404,90553409545451.7,90140996992973.2,,0.996204837916629,62.6793739800085,229475.043847192,92118532.8083786,,,,
MEX,2023,,,,,,,,,0.155551892277423,62.8761909134483,,,-0.991707351003401,58450522.7794022,4.686777124,92458273933374.7,91685335663108.2,,0.995968748981323,62.7206390211709,229511.925322466,93191848.3159469,,,,
MEX,2024,,,,,,,,,0.141336177026901,62.8908631111699,,,-1.32552111621557,59187699.7288559,4.696124433,94537158216581.0,93754347682838.1,,0.995819503271907,62.749526934143,229950.256143083,94323738.5533993,,,,
NLD,2015,44.1733586441558,42.8485182123642,43.1742464067947,24123496602.0992,59402938716.7094,-8059058924.15586,-1.13935718934169,,-1.08374725430983,68.4047431128787,3300000000.0,0.466540666870903,-1.14809111975623,8921883.26571477,4.480313112,2792782756282.25,2774440215683.09,1.01161425340958,1.041329127563,69.4884903671886,48746.1315185721,12839368.3883044,-11359058924.1559,-1.60589785621259,-4206058924.15586,-0.594635616779996
NLD,2016,43.4240256484305,42.2372141441599,43.8143845798081,27933066567.301,56841670448.0982,1935081170.05648,0.268427302563229,,-0.569365390656586,68.9596251971401,0.0,0.0,-0.0786254240568662,8983254.86440163,4.51037366,2823829863596.91,2811850799584.76,1.00078687292274,1.04206388081294,69.5289905877967,49048.0661504421,12920157.172508,1935081170.05648,0.268427302563229,8691081170.05648,1.20559463392858
NLD,2017,43.102447180735,42.0720539690653,43.7078686786879,24648975459.063,66811164706.3981,5335734251.51651,0.718221229309469,,0.176999257333804,70.0666915958129,0.0,0.0,1.10436446084747,9091893.83840076,4.543884563,2862036766668.82,2846839846550.88,0.989076985284101,1.04305625035993,69.889692338479,49307.6680242573,13008919.5333245,5335734251.51651,0.718221229309469,11397734251.5165,1.53420210220181
NLD,2018,42.9705386559149,42.0514004544061,43.5862019230183,27032032745.6754,66149690093.817,5089342248.73993,0.656145866213665,,0.968104544332832,71.4957837027894,0.0,0.0,1.52365444405711,9238310.4560889,4.578092828,2902517882167.06,2887276541328.75,0.984992123733128,1.04421428334405,70.5276791584565,49513.7815426676,13098843.6970015,5089342248.73993,0.656145866213665,10676342248.7399,1.37645249433312
NLD,2019,42.5832342225167,41.792954581012,43.5458870950844,28064781933.9635,72824824061.6081,6583671680.30592,0.807704299772944,,1.14114353495323,72.4937231344481,0.0,0.0,1.79974013074602,9408104.16198375,4.60970676,2952883089633.32,2933488433590.74,0.982320778732495,1.04544027858128,71.3525795994948,49702.8253112146,13185373.5559273,6583671680.30592,0.807704299772944,11376671680.3059,1.39572370547816
