Country,Quarter,ab_us,health_us,nhealth_us,acc_us,of_us,be_us,gu_us,qf_us,ab_per,ab_ppp,health_per,health_ppp,nhealth_per,nhealth_ppp,acc_per,acc_ppp,of_per,of_ppp,be_per,be_ppp,gu_per,gu_ppp,qf_us.1,qf_ppp,gdp_ppp_bn,gdp_real_bn
DEU,Q3.2021,69.6181934206192,0.0,69.6181934206192,0.0,0.0,0.0,0.0,0.0,1.9352808465074895,1.67279660479225,0.0,0.0,1.9352808465074895,1.67279660479225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4161.78471555813,3597.31733749424
ITA,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337.65981585712,1918.15761738117
JPN,Q3.2021,13.111734743751498,10.302077298662283,2.809657445089215,0.0,0.0,0.0,0.0,0.0,0.28726510612116063,0.24623659365108472,0.22570829766663478,0.1934716092972882,0.06155680845452583,0.052764984353796514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5324.85222823165,4564.33255009445
KOR,Q3.2021,31.3557937785978,3.4745609322229996,27.8812328463748,-11.610118236940266,0.0,0.0,0.0,0.0,1.9141013926408748,1.4539864788011108,0.21210312729263747,0.16111742062390688,1.7019982653482373,1.2928690581772038,-0.7087348399778374,-0.5383679664750058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.5395714307,1638.14696019506
ESP,Q3.2021,10.431316194499331,5.831950301301049,4.599365893198282,0.0,0.0,0.0,0.0,0.0,0.7879122674185801,0.5806376500839662,0.4405067490710005,0.32462345644738155,0.34740551834757954,0.2560141936365846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.52769554142,1323.91849014805
GBR,Q3.2021,81.62181137451262,-73.12917499761264,154.75098637212525,1.9244519736213839,0.038489039472427766,0.038489039472427766,0.0,0.0,2.5851053824890355,2.7743757632933415,-2.3161287494085574,-2.4857058093465447,4.901234131897593,5.260081572639886,0.06095075656338305,0.06541331077227745,0.0012190151312676638,0.001308266215445552,0.0012190151312676638,0.001308266215445552,0.0,0.0,0.0,0.0,2941.98833677897,3157.38816403392
USA,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19974.2138871676,19928.975197
MEX,Q3.2021,0.0,0.0,0.0,0.0,0.10239412195682918,0.0,0.10239412195682918,0.4514649922642011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800484820095818,0.004299261732114963,0.0,0.0,0.00800484820095818,0.004299261732114963,0.03529410343149741,0.01895583581887051,2381.66755915225,1279.15132662444
TUR,Q3.2021,5.234121210982787,-0.23266279540380985,5.466784006386597,0.01376658570374012,0.0,0.0,0.0,1.4269426648543515,0.5249588854534111,0.22427622016784382,-0.02333503502085036,-0.009969339689222277,0.5482939204742614,0.2342455598570661,0.0013807268109057253,0.0005898827485639717,0.0,0.0,0.0,0.0,0.0,0.0,0.14311595027185245,0.06114289187614628,2333.78340649119,997.05355143423
AUT,Q3.2021,15.521433287220011,4.7933838092885335,10.728049477931478,0.0,1.9401791609025008,0.0,1.9401791609025008,0.0,3.7495954896454364,3.3123049625002468,1.1579633129787377,1.0229177090074293,2.5916321766666988,2.2893872534928175,0.0,0.0,0.46869943620567944,0.4140381203125307,0.0,0.0,0.46869943620567944,0.4140381203125307,0.0,0.0,468.59916169989,413.94954015927
BEL,Q3.2021,0.45651274374176687,0.45651274374176687,0.0,-0.34238455780632293,0.0,0.0,0.0,0.0,0.09219545843954287,0.08220685834174095,0.09219545843954287,0.08220685834174095,0.0,0.0,-0.0691465938296567,-0.061655143756305306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.32196820368,495.15751802582
CZE,Q3.2021,0.0,0.0,0.0,-0.9478570890016264,0.20249674174125293,-0.00430844131364376,0.2068051830548967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43955461009260366,-0.23266241488076506,0.09390484851978186,0.04970515226998075,-0.0019979755004209273,-0.0010575564312762058,0.09590282402020278,0.05076270870125695,0.0,0.0,407.3958784823,215.64034757864
DNK,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.06354290108,332.60254327405
EST,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.91157281875,26.89565871064
FIN,Q3.2021,1.3124741382575742,0.5706409296772064,0.7418332085803678,-1.82605097496706,0.0,0.0,0.0,0.0,0.5152126509465864,0.5168801803938715,0.2240055004115594,0.2247305132147268,0.29120715053502705,0.2921496671791447,-0.7168176013169899,-0.7191376422871257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.92231856471,254.7441596875
GRC,Q3.2021,0.0,0.0,0.0,0.1483666417160734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07276334127162126,0.049202197371715925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.5447472705,203.90300819506
ISL,Q3.2021,0.19510445104624002,0.019965198850822666,0.17513925219541737,0.07532027085825337,0.002178003185766747,0.0,0.002178003185766747,0.0,0.9411695739109214,1.023142219217862,0.09631065613681042,0.1046989843123329,0.8448589177741109,0.9184432349055291,0.3633394668874913,0.3949850896007477,0.010506527756452345,0.01142161032718227,0.0,0.0,0.010506527756452345,0.01142161032718227,0.0,0.0,19.06914282116,20.72999982729
IRL,Q3.2021,6.003142580204218,0.11412818593544127,5.889014394268777,0.45651274374176465,0.0,0.0,0.0,0.0,1.616065248838784,1.4365339403328792,0.03072367393229624,0.02731053118503569,1.5853415749064879,1.4092234091478435,0.12289469572918485,0.10924212474014265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.89075855828,371.46659669328
ISR,Q3.2021,1.5000000000000018,2.9000000000000004,-1.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.4184564365396494,0.4380883224785511,0.809015777309988,0.8469707567918646,-0.39055934077033855,-0.4088824343133135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.39670930134,358.46025273359
LVA,Q3.2021,0.6360889659211653,0.0,0.6360889659211653,0.0,0.0,0.0,0.0,0.0,2.10904287442574,1.1477070431122105,0.0,0.0,2.10904287442574,1.1477070431122105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.42258974,30.16007752305
LTU,Q3.2021,0.23779700000000026,0.013394000000000128,0.22440300000000013,0.0013800000000001589,0.011412818593544094,0.011412818593544094,0.0,0.0,0.49318319616266,0.2448081251412014,0.027778717685264,0.013788904099468367,0.46540447847739597,0.23101922104173303,0.0028620748399035664,0.0014206874464139433,0.02366981228185681,0.011749310220323089,0.02366981228185681,0.011749310220323089,0.0,0.0,0.0,0.0,97.1360733484,48.21676850514
LUX,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.34348446884,66.55749589674
NLD,Q3.2021,0.0,0.0,0.0,-1.2554100452898531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1494090336176399,-0.1346370233367701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.44043441875,840.25042856688
NZL,Q3.2021,0.0,0.0,0.0,0.0,0.5904184128402439,0.5904184128402439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29093380684280085,0.30438048720899075,0.29093380684280085,0.30438048720899075,0.0,0.0,0.0,0.0,193.97380504055,202.93908750153
NOR,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.45426768437,410.24933347112
PRT,Q3.2021,0.7988973015480907,0.3423845578063238,0.45651274374176687,0.0,0.0,0.0,0.0,0.0,0.35927718380528195,0.23413247781510577,0.15397593591654907,0.10034249049218798,0.20530124788873289,0.1337899873229178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.21592570296,222.36238134762
SVK,Q3.2021,1.6802751266758578,1.0192067280989021,0.6610683985769557,0.0,0.0,0.0,0.0,0.0,1.6889043949690103,0.9246926434235841,1.0244409948944542,0.5608920519256635,0.6644634000745561,0.36380059149792066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.71174374815,99.48906117369
SVN,Q3.2021,1.0209999999999995,-0.011999999999999955,1.0329999999999995,0.0,0.0,0.0,0.0,0.0,2.025071305914521,1.3427608723131514,-0.023801033957859128,-0.015781714464013483,2.04887233987238,1.358542586777165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.03736607555,50.41797772839
SWE,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.00449074292,549.82128194674
CHE,Q3.2021,1.2984084998357872,0.6508019634123627,0.6476065364234245,0.0,0.10651423296438023,0.10651423296438023,0.0,0.0,0.17379085773101022,0.21976595367667628,0.08710928143859542,0.11015340254015579,0.08668157629241481,0.10961255113652048,0.0,0.0,0.014256838205989438,0.018028380121138443,0.014256838205989438,0.018028380121138443,0.0,0.0,0.0,0.0,590.81421763174,747.10978286639
CHL,Q3.2021,0.0,0.0,0.0,0.758679527329611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28961715483211226,0.17192363336493421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.28867711817,261.95945739796
COL,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.46912883132,321.40560669491
CRI,Q3.2021,0.145346626042143,0.0,0.145346626042143,0.0,0.0,0.0,0.0,0.0,0.2257548854794123,0.1593128021015035,0.0,0.0,0.2257548854794123,0.1593128021015035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23348790861,64.38249419652
HUN,Q3.2021,1.510862671673956,0.6642095693676415,0.8466531023063144,0.0,0.006423229688640397,0.0,0.006423229688640397,0.0,1.0251200504614792,0.4875509472785622,0.45066607312017243,0.21433847748577065,0.5744539773413068,0.2732124697927915,0.0,0.0,0.004358160186226156,0.0020727573577648227,0.0,0.0,0.004358160186226156,0.0020727573577648227,0.0,0.0,309.88816247971,147.38397429587
POL,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.42286899201,571.50311712429
