"Country","isoyr","isowk","date","time","n_days","S_panelw_mean","S_panelw_max","p_proj","excess","excess_pm","theta_hat","theta_hat_l2","theta_hat_l4","theta_predicted","deaths_w","cases_w","deaths_confirmed_pm","cases_pm","wave","wave_label","wave_coarse","S_daily_mean","S_daily_max","S_daily_sd","n_obs_daily","d_lead1_pproj","d_lead1_excess","d_lead1_excpm","theta_lag1","S_lag1","week_in_country"
"AUS",2020,19,2020-05-10,19,7,0.5625,0.5625,-0.803115098254421,-25.60009765625,-0.998915153260704,0,0,0,0,2,126,0.0780399486497138,4.91651676493197,"W1","Wave 1 (Original, spring 2020)","Wave1",0.5625,0.5625,0,7,-1.01681845771833,-32.39990234375,-1.264243357581,0,0.5625,11
"AUS",2020,20,2020-05-17,20,7,0.544642857142857,0.5625,-1.01681845771833,-32.39990234375,-1.264243357581,0,0,0,0,2,106,0.0780399486497138,4.13611727843483,"W1","Wave 1 (Original, spring 2020)","Wave1",0.544642857142857,0.5625,0.0304968772796416,7,-1.38556654553434,-45.199951171875,-1.76370093421135,0,0.5625,12
"AUS",2020,21,2020-05-24,21,7,0.53125,0.53125,-1.38556654553434,-45.199951171875,-1.76370093421135,0,0,0,0,3,60,0.117059922974571,2.34119845949141,"W1","Wave 1 (Original, spring 2020)","Wave1",0.53125,0.53125,0,7,-3.08611712243133,-101.199951171875,-3.94881949640333,0,0.544642857142857,13
"AUS",2020,22,2020-05-31,22,7,0.501488095238095,0.510416666666667,-3.08611712243133,-101.199951171875,-3.94881949640333,0,0,0,0,1,88,0.0390199743248569,3.43375774058741,"W1","Wave 1 (Original, spring 2020)","Wave1",0.501488095238095,0.510416666666667,0.0111358850796844,7,-7.02257119911814,-235.199951171875,-9.17749605593416,0,0.53125,14
"AUS",2020,23,2020-06-07,23,7,0.520833333333333,0.520833333333333,-7.02257119911814,-235.199951171875,-9.17749605593416,0,0,0,0,0,63,0,2.45825838246598,"W1","Wave 1 (Original, spring 2020)","Wave1",0.520833333333333,0.520833333333333,0,7,-5.07096790149016,-167.199951171875,-6.52413780184389,0,0.501488095238095,15
"AUS",2020,24,2020-06-14,24,7,0.460565476190476,0.520833333333333,-5.07096790149016,-167.199951171875,-6.52413780184389,0,0,0,0,0,70,0,2.73139820273998,"W1","Wave 1 (Original, spring 2020)","Wave1",0.460565476190476,0.520833333333333,0.0751672242878694,7,-7.83382703078303,-260.60009765625,-10.1686091196021,0,0.520833333333333,16
"AUS",2020,25,2020-06-21,25,7,0.380208333333333,0.380208333333333,-7.83382703078303,-260.60009765625,-10.1686091196021,0,0,0,0,0,139,0,5.42377643115511,"W1_summer","Summer lull 2020 (Original)","Wave1",0.380208333333333,0.380208333333333,0,7,-9.52662721893491,-322,-12.5644317326039,0,0.460565476190476,17
"AUS",2020,26,2020-06-28,26,7,0.380208333333333,0.380208333333333,-9.52662721893491,-322,-12.5644317326039,0,0,0,0,2,290,0.0780399486497138,11.3157925542085,"W1_summer","Summer lull 2020 (Original)","Wave1",0.380208333333333,0.380208333333333,0,7,-6.84289943815742,-236.60009765625,-9.23212973580551,0,0.380208333333333,18
"AUS",2020,27,2020-07-05,27,7,0.447172619047619,0.473958333333333,-6.84289943815742,-236.60009765625,-9.23212973580551,0,0,0,0,2,819,0.0780399486497138,31.9573589720578,"W1_summer","Summer lull 2020 (Original)","Wave1",0.447172619047619,0.473958333333333,0.0457453159194625,7,-6.91319394884999,-237.800048828125,-9.27895179972315,0,0.380208333333333,19
"AUS",2020,28,2020-07-12,28,7,0.5,0.510416666666667,-6.91319394884999,-237.800048828125,-9.27895179972315,0,0,0,0,2,1397,0.0780399486497138,54.5109041318251,"W1_summer","Summer lull 2020 (Original)","Wave1",0.5,0.510416666666667,0.017789845079791,7,-9.07543959160522,-320,-12.4863917839542,0,0.447172619047619,20
"AUS",2020,29,2020-07-19,29,7,0.477678571428571,0.489583333333333,-9.07543959160522,-320,-12.4863917839542,0,0,0,0,15,2089,0.585299614872853,81.512726364626,"W1_summer","Summer lull 2020 (Original)","Wave1",0.477678571428571,0.489583333333333,0.0111358850796843,7,-5.96628015084319,-211.60009765625,-8.25663037768409,0,0.5,21
"AUS",2020,30,2020-07-26,30,7,0.46875,0.46875,-5.96628015084319,-211.60009765625,-8.25663037768409,0,0,0,0,38,2866,1.48275902434456,111.83124641504,"W1_summer","Summer lull 2020 (Original)","Wave1",0.46875,0.46875,0,7,-4.21401511851199,-147.60009765625,-5.75935202089325,0,0.477678571428571,22
"AUS",2020,31,2020-08-02,31,7,0.47172619047619,0.489583333333333,-4.21401511851199,-147.60009765625,-5.75935202089325,0,0,0,0,60,3383,2.34119845949141,132.004573140991,"W1_summer","Summer lull 2020 (Original)","Wave1",0.47172619047619,0.489583333333333,0.00787425985435888,7,-3.51872871736663,-124,-4.83847681628226,0,0.46875,23
"AUS",2020,32,2020-08-09,32,7,0.510416666666667,0.510416666666667,-3.51872871736663,-124,-4.83847681628226,0,0,0,0,92,3079,3.58983763788683,120.142500946234,"W1_summer","Summer lull 2020 (Original)","Wave1",0.510416666666667,0.510416666666667,0,7,-2.61448619686931,-93.39990234375,-3.64446179139727,0,0.47172619047619,24
"AUS",2020,33,2020-08-16,33,7,0.510416666666667,0.510416666666667,-2.61448619686931,-93.39990234375,-3.64446179139727,0,0,0,0,108,2161,4.21415722708454,84.3221645160157,"W1_summer","Summer lull 2020 (Original)","Wave1",0.510416666666667,0.510416666666667,0,7,-7.86179519219706,-282.60009765625,-11.0270485547489,0,0.510416666666667,25
"AUS",2020,34,2020-08-23,34,7,0.510416666666667,0.510416666666667,-7.86179519219706,-282.60009765625,-11.0270485547489,0,0,0,0,96,1357,3.74591753518626,52.9501051588308,"W1_summer","Summer lull 2020 (Original)","Wave1",0.510416666666667,0.510416666666667,0,7,-8.75791123053619,-315.60009765625,-12.3147077074692,0,0.510416666666667,26
"AUS",2020,35,2020-08-30,35,7,0.510416666666667,0.510416666666667,-8.75791123053619,-315.60009765625,-12.3147077074692,0,0,0,0,135,831,5.26769653385568,32.4255986639561,"W1_summer","Summer lull 2020 (Original)","Wave1",0.510416666666667,0.510416666666667,0,7,-6.85775924240218,-242.60009765625,-9.46624958175465,0,0.510416666666667,27
"AUS",2020,36,2020-09-06,36,7,0.510416666666667,0.510416666666667,-6.85775924240218,-242.60009765625,-9.46624958175465,0,0,0,0,110,575,4.29219717573426,22.4364852367927,"W1_summer","Summer lull 2020 (Original)","Wave1",0.510416666666667,0.510416666666667,0,7,-6.19750941210542,-214,-8.35027450551937,0,0.510416666666667,28
"AUS",2020,37,2020-09-13,37,7,0.510416666666667,0.510416666666667,-6.19750941210542,-214,-8.35027450551937,0,0,0,0,54,371,2.10707861354227,14.4764104745219,"W1_summer","Summer lull 2020 (Original)","Wave1",0.510416666666667,0.510416666666667,0,7,-8.7943082554221,-299.199951171875,-11.674774412725,0,0.510416666666667,29
"AUS",2020,38,2020-09-20,38,7,0.510416666666667,0.510416666666667,-8.7943082554221,-299.199951171875,-11.674774412725,0,0,0,0,35,220,1.36569910136999,8.58439435146852,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.510416666666667,0.510416666666667,0,7,-4.11459920755867,-135,-5.26769653385568,0,0.510416666666667,30
"AUS",2020,39,2020-09-27,39,7,0.510416666666667,0.510416666666667,-4.11459920755867,-135,-5.26769653385568,0,0,0,0,24,132,0.936479383796565,5.15063661088111,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.510416666666667,0.510416666666667,0,7,-2.82685656902108,-92.800048828125,-3.6210555226189,0,0.510416666666667,31
"AUS",2020,40,2020-10-04,40,7,0.46875,0.46875,-2.82685656902108,-92.800048828125,-3.6210555226189,0,0,0,0,19,104,0.741379512172281,4.05807732978512,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,-5.9139756556395,-191.39990234375,-7.46841927523324,0,0.510416666666667,32
"AUS",2020,41,2020-10-11,41,7,0.46875,0.46875,-5.9139756556395,-191.39990234375,-7.46841927523324,0,0,0,0,4,137,0.156079897299428,5.34573648250539,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,-5.47591958524028,-174.199951171875,-6.79727762211789,0,0.46875,33
"AUS",2020,42,2020-10-18,42,7,0.46875,0.46875,-5.47591958524028,-174.199951171875,-6.79727762211789,0,0,0.000822020157352924,0,7,114,0.273139820273998,4.44827707303369,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,-4.78023740776388,-149,-5.81397617440368,0,0.46875,34
"AUS",2020,43,2020-10-25,43,7,0.46875,0.46875,-4.78023740776388,-149,-5.81397617440368,0.000822020157352924,0,2.0810335427893e-05,0.000828442189832244,0,126,0,4.91651676493197,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,-2.25854038590432,-70.199951171875,-2.73920029233277,0,0.46875,35
"AUS",2020,44,2020-11-01,44,7,0.447916666666667,0.46875,-2.25854038590432,-70.199951171875,-2.73920029233277,2.0810335427893e-05,0.000822020157352924,0,2.14281422609086e-05,2,76,0.0780399486497138,2.96551804868912,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.447916666666667,0.46875,0.0170103454359943,7,-0.823743186914662,-25.199951171875,-0.98330144771421,0.000822020157352924,0.46875,36
"AUS",2020,45,2020-11-08,45,7,0.450892857142857,0.46875,-0.823743186914662,-25.199951171875,-0.98330144771421,0,2.0810335427893e-05,0.000927375358211493,0,0,64,0,2.49727835679084,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.450892857142857,0.46875,0.00787425985435891,7,4.19710115038579,126.39990234375,4.93212094411754,2.0810335427893e-05,0.447916666666667,37
"AUS",2020,46,2020-11-15,46,7,0.46875,0.46875,4.19710115038579,126.39990234375,4.93212094411754,0.000927375358211493,0,0,0.000934620478197521,0,84,0,3.27767784328798,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,0.105199260980609,3.199951171875,0.124862012567358,0,0.450892857142857,38
"AUS",2020,47,2020-11-22,47,7,0.46875,0.46875,0.105199260980609,3.199951171875,0.124862012567358,0,0.000927375358211493,0.000339473459080891,0,0,85,0,3.31669781761284,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,-1.53027278775782,-46,-1.79491881894342,0.000927375358211493,0.46875,39
"AUS",2020,48,2020-11-29,48,7,0.46875,0.46875,-1.53027278775782,-46,-1.79491881894342,0.000339473459080891,0,0.000850635757827244,0.00034212559547996,1,68,0.0390199743248569,2.65335825409027,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.46875,0.46875,0,7,4.80070368786821,142.60009765625,5.56425214926896,0,0.46875,40
"AUS",2020,49,2020-12-06,49,7,0.450892857142857,0.46875,4.80070368786821,142.60009765625,5.56425214926896,0.000850635757827244,0.000339473459080891,0.000369389407820676,0.00087323077014453,0,70,0,2.73139820273998,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.450892857142857,0.46875,0.00787425985435891,7,-1.03309545807173,-31.39990234375,-1.22522338325614,0.000339473459080891,0.46875,41
"AUS",2020,50,2020-12-13,50,7,0.447916666666667,0.447916666666667,-1.03309545807173,-31.39990234375,-1.22522338325614,0.000369389407820676,0.000850635757827244,0.000223713884371785,0.000380355655865352,0,65,0,2.5362983311157,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.447916666666667,0.447916666666667,0,7,1.74185632412437,52.199951171875,2.03684075448535,0.000850635757827244,0.450892857142857,42
"AUS",2020,51,2020-12-20,51,7,0.47172619047619,0.53125,1.74185632412437,52.199951171875,2.03684075448535,0.000223713884371785,0.000369389407820676,0,0.000224762543204778,0,161,0,6.28221586630196,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.47172619047619,0.53125,0.0406625030395222,7,4.45170686140528,130.800048828125,5.10381454696347,0.000369389407820676,0.447916666666667,43
"AUS",2020,52,2020-12-27,52,7,0.53125,0.53125,4.45170686140528,130.800048828125,5.10381454696347,0,0.000223713884371785,0.00122262586217885,0,1,139,0.0390199743248569,5.42377643115511,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.53125,0.53125,0,7,1.93315804819447,56.800048828125,2.21633644692406,0.000223713884371785,0.47172619047619,44
"AUS",2020,53,2021-01-03,53,7,0.53125,0.53125,1.93315804819447,56.800048828125,2.21633644692406,0.00122262586217885,0,0,0.00115194280452163,0,167,0,6.5163357122511,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.53125,0.53125,0,7,1.1471987335236,34.39990234375,1.34228330623071,0,0.53125,45
"AUS",2021,1,2021-01-10,1,7,0.53125,0.53125,1.1471987335236,34.39990234375,1.34228330623071,0,0.00122262586217885,0.000979401990644636,0,0,110,0,4.29219717573426,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.53125,0.53125,0,7,-1.30347593582888,-39,-1.52177899866942,0.00122262586217885,0.53125,46
"AUS",2021,2,2021-01-17,2,7,0.447916666666667,0.447916666666667,-1.30347593582888,-39,-1.52177899866942,0.000979401990644636,0,5.20266324331425e-05,0.0010084779872419,0,107,0,4.17513725275969,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.447916666666667,0.447916666666667,0,7,6.34706279540851,188,7.3357551730731,0,0.53125,47
"AUS",2021,3,2021-01-24,3,7,0.447916666666667,0.447916666666667,6.34706279540851,188,7.3357551730731,5.20266324331425e-05,0.000979401990644636,0,5.35711730835014e-05,0,56,0,2.18511856219199,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.447916666666667,0.447916666666667,0,7,-0.210011221272933,-6.199951171875,-0.241921935541929,0.000979401990644636,0.447916666666667,48
"AUS",2021,4,2021-01-31,4,7,0.459821428571429,0.53125,-0.210011221272933,-6.199951171875,-0.241921935541929,0,5.20266324331425e-05,0.000323866104441676,0,0,41,0,1.59981894731913,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.459821428571429,0.53125,0.0314970394174356,7,5.1533021724874,150.60009765625,5.87641194386782,5.20266324331425e-05,0.447916666666667,49
"AUS",2021,5,2021-02-07,5,7,0.539434523809524,0.572916666666667,5.1533021724874,150.60009765625,5.87641194386782,0.000323866104441676,0,0.000613913627620354,0.000302359370943596,0,39,0,1.52177899866942,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.539434523809524,0.572916666666667,0.0417595690488163,7,0.270361608651571,8,0.312159794598855,0,0.459821428571429,50
"AUS",2021,6,2021-02-14,6,7,0.486607142857143,0.53125,0.270361608651571,8,0.312159794598855,0.000613913627620354,0.000323866104441676,0.000682849550684996,0.000607198947318256,0,43,0,1.67785889596885,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.486607142857143,0.53125,0.0417595690488163,7,-0.149483674992531,-4.39990234375,-0.171684076485003,0.000323866104441676,0.539434523809524,51
"AUS",2021,7,2021-02-21,7,7,0.441964285714286,0.572916666666667,-0.149483674992531,-4.39990234375,-0.171684076485003,0.000682849550684996,0.000613913627620354,0.000887053447894352,0.000707389456412738,0,30,0,1.17059922974571,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.441964285714286,0.572916666666667,0.0860783027617832,7,1.65878521211374,49.800048828125,1.94319662665006,0.000613913627620354,0.486607142857143,52
"AUS",2021,8,2021-02-28,8,7,0.370535714285714,0.375,1.65878521211374,49.800048828125,1.94319662665006,0.000887053447894352,0.000682849550684996,0.000351179768923712,0.000985460939770132,0,48,0,1.87295876759313,"W2_wt","Wave 2a (Wildtype, autumn/winter 2020-21)","Wave2",0.370535714285714,0.375,0.00762421931991041,7,3.17033514399918,94.39990234375,3.68348176572212,0.000682849550684996,0.441964285714286,53
"AUS",2021,9,2021-03-07,9,7,0.359375,0.359375,3.17033514399918,94.39990234375,3.68348176572212,0.000526769653385568,0.00133058017184153,0.000848684441565638,0.000788508324911522,0,68,0,2.65335825409027,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.359375,0.359375,0,7,3.48143236074271,105,4.09709730410997,0.000887053447894352,0.370535714285714,54
"AUS",2021,10,2021-03-14,10,7,0.359375,0.359375,3.48143236074271,105,4.09709730410997,0.000848684441565638,0.000526769653385568,0,0.00127037452346856,0,84,0,3.27767784328798,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.359375,0.359375,0,7,4.61808971539466,136.39990234375,5.32232068736611,0.000526769653385568,0.359375,55
"AUS",2021,11,2021-03-21,11,7,0.328125,0.328125,4.61808971539466,136.39990234375,5.32232068736611,0,0.000848684441565638,0.00186515429641011,0,0,76,0,2.96551804868912,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.328125,0.328125,0,7,1.80662428905989,54,2.10707861354227,0.000848684441565638,0.359375,56
"AUS",2021,12,2021-03-28,12,7,0.341517857142857,0.359375,1.80662428905989,54,2.10707861354227,0.00186515429641011,0,0.00171102492150888,0.00283853169484914,0,70,0,2.73139820273998,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.341517857142857,0.359375,0.0167038276195265,7,2.89421157684631,87,3.39473776626255,0,0.328125,57
"AUS",2021,13,2021-04-04,13,7,0.412202380952381,0.510416666666667,2.89421157684631,87,3.39473776626255,0.00171102492150888,0.00186515429641011,0.00208366758158345,0.00243464587789701,0,81,0,3.16061792031341,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.412202380952381,0.510416666666667,0.0918710519073959,7,-2.09697375112707,-63.39990234375,-2.47386256165156,0.00186515429641011,0.341517857142857,58
"AUS",2021,14,2021-04-11,14,7,0.338541666666667,0.338541666666667,-2.09697375112707,-63.39990234375,-2.47386256165156,0.00208366758158345,0.00171102492150888,0.0026709177188545,0.00317976354897891,0,62,0,2.41923840814113,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.338541666666667,0.338541666666667,5.02429586778808e-17,7,6.2304466934849,191.199951171875,7.46061718564045,0.00171102492150888,0.412202380952381,59
"AUS",2021,15,2021-04-18,15,7,0.326636904761905,0.338541666666667,6.2304466934849,191.199951171875,7.46061718564045,0.0026709177188545,0.00208366758158345,0.0015120240050882,0.00412044702252449,1,114,0.0390199743248569,4.44827707303369,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.326636904761905,0.338541666666667,0.0111358850796844,7,5.70851711153506,175.39990234375,6.84409968603553,0.00208366758158345,0.338541666666667,60
"AUS",2021,16,2021-04-25,16,7,0.350446428571429,0.510416666666667,5.70851711153506,175.39990234375,6.84409968603553,0.0015120240050882,0.0026709177188545,0.0014456895724179,0.00228221123268001,0,147,0,5.73593622575396,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.350446428571429,0.510416666666667,0.109280476918716,7,6.97264818389622,213.60009765625,8.3346703263338,0.0026709177188545,0.326636904761905,61
"AUS",2021,17,2021-05-02,17,7,0.383928571428571,0.510416666666667,6.97264818389622,213.60009765625,8.3346703263338,0.0014456895724179,0.0015120240050882,0.00220852959415081,0.00211432099966118,0,158,0,6.16515594332739,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.383928571428571,0.510416666666667,0.0612368216845588,7,8.84024451584175,273.800048828125,10.683670875418,0.0015120240050882,0.350446428571429,62
"AUS",2021,18,2021-05-09,18,7,0.332589285714286,0.338541666666667,8.84024451584175,273.800048828125,10.683670875418,0.00220852959415081,0.0014456895724179,0.000735525563387461,0.00338871259602515,0,93,0,3.62885761221169,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.332589285714286,0.338541666666667,0.0101656257598806,7,4.81815355921666,155,6.04809602035282,0.0014456895724179,0.383928571428571,63
"AUS",2021,19,2021-05-16,19,7,0.290922619047619,0.317708333333333,4.81815355921666,155,6.04809602035282,0.000735525563387461,0.00220852959415081,0.00184759483164588,0.0011714776941869,0,47,0,1.83393879326827,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.290922619047619,0.317708333333333,0.0118113897815384,7,4.60849396484961,148.199951171875,5.78275828967161,0.00220852959415081,0.332589285714286,64
"AUS",2021,20,2021-05-23,20,7,0.270833333333333,0.270833333333333,4.60849396484961,148.199951171875,5.78275828967161,0.00184759483164588,0.000735525563387461,0.00164273996644038,0.00299464328962603,0,41,0,1.59981894731913,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.270833333333333,0.270833333333333,0,7,6.87811081622448,226.39990234375,8.83411837660323,0.000735525563387461,0.290922619047619,65
"AUS",2021,21,2021-05-30,21,7,0.395833333333333,0.510416666666667,6.87811081622448,226.39990234375,8.83411837660323,0.00164273996644038,0.00184759483164588,0.00100476433886507,0.00237512820147839,0,86,0,3.35571779193769,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.395833333333333,0.510416666666667,0.109250921684391,7,2.27890648970124,75.39990234375,2.94210225354984,0.00184759483164588,0.270833333333333,66
"AUS",2021,22,2021-06-06,22,7,0.501488095238095,0.510416666666667,2.27890648970124,75.39990234375,2.94210225354984,0.00100476433886507,0.00164273996644038,0.00058139857007646,0.00130410038148528,0,86,0,3.35571779193769,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.501488095238095,0.510416666666667,0.0111358850796843,7,5.60586920231067,189.39990234375,7.39037932658353,0.00164273996644038,0.395833333333333,67
"AUS",2021,23,2021-06-13,23,7,0.44047619047619,0.489583333333333,5.60586920231067,189.39990234375,7.39037932658353,0.00058139857007646,0.00100476433886507,0.000585299614872853,0.000804268021939102,0,71,0,2.77041817706484,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.44047619047619,0.489583333333333,0.0612473679382639,7,5.06222261168079,168.39990234375,6.57095986576153,0.00100476433886507,0.501488095238095,68
"AUS",2021,24,2021-06-20,24,7,0.375,0.375,5.06222261168079,168.39990234375,6.57095986576153,0.000585299614872853,0.00058139857007646,0.00129546362390329,0.000863316931937459,0,93,0,3.62885761221169,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.375,0.375,2.90077857175577e-17,7,3.06912991656734,103,4.01905735546026,0.00058139857007646,0.44047619047619,69
"AUS",2021,25,2021-06-27,25,7,0.404761904761905,0.489583333333333,3.06912991656734,103,4.01905735546026,0.00129546362390329,0.000585299614872853,0.00069845849305103,0.00185683119426139,0,173,0,6.75045555820024,"W2_alpha","Wave 2b (Alpha, spring 2021)","Wave2",0.404761904761905,0.489583333333333,0.0511826890533328,7,1.74811108592098,59.60009765625,2.32559428030584,0.000585299614872853,0.375,70
"AUS",2021,26,2021-07-04,26,7,0.471726190476191,0.489583333333333,1.74811108592098,59.60009765625,2.32559428030584,0.000931277990734707,0.00172728483187106,0.00123563252028713,0.00124752447508837,0,276,0,10.7695129136605,"W3_delta","Wave 3 (Delta, summer/autumn 2021)","Wave3",0.471726190476191,0.489583333333333,0.00787425985435888,7,1.72067679954115,60,2.34119845949141,0.00129546362390329,0.404761904761905,71
"AUS",2021,27,2021-07-11,27,7,0.46875,0.46875,1.72067679954115,60,2.34119845949141,0.00123563252028713,0.000931277990734707,0,0.00166038119913584,1,417,0.0390199743248569,16.2713292934653,"W3_delta","Wave 3 (Delta, summer/autumn 2021)","Wave3",0.46875,0.46875,4.10232039761827e-17,7,3.82797332806562,132.800048828125,5.18185449561318,0.000931277990734707,0.471726190476191,72
